Year,Experimental Plot Number,Replication,Treatment Number,Crop Rotation,Current Crop,Crop Yield kgha,Fertilizer Nitrogen kg/ha, crop seeds or plant number/ha,Yield $/ha,seed $/ha,$/ha Herbicide (Pre),$/ha Herbicide (incrop),$/ha Herbicide (post),Herbicide cost,Fertilizer cost $,machinery cost (planting),machinery cost (ferti app),machinery cost (harvesting),Machinery use (herbicide app),Production cost $/ha,Net revenue $/ha,Gross revenue $/ha
2019,108,1,30,COWwS,Soy,4127.04,.,301468.10,1246.37,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,849.87,1246.37
2019,110,1,20,CSSwSf,Soy,3860.68,.,301468.10,1165.93,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,769.44,1165.93
2019,113,1,34,CS,Soy,3453.77,.,301468.10,1043.04,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,646.55,1043.04
2019,117,1,12,CPWwS,Pea,3435.21,.,741315.00,721.39,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,403.64,721.39
2019,118,1,26,CSSwP,Pea,1989.50,.,741315.00,417.80,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,100.04,417.80
2019,120,1,11,CPWwS,Corn,7815.83,102.01,61776.25,1023.87,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,489.44,1023.87
2019,122,1,19,CSSwSf,Corn,8994.76,135.64,61776.25,1178.31,164.94,14.09,20.63,.,34.72,128.86,50.39,18.03,133.63,35.82,566.38,611.93,1178.31
2019,123,1,9,CPWwS,Wwheat,4709.58,102.01,3444448.00,758.24,37.89,14.09,18.55,14.09,46.73,96.91,45.32,18.03,78.79,53.73,377.41,380.83,758.24
2019,124,1,18,CSSwSf,Sun,2420.98,99.77,66718.35,1041.02,100.08,62.70,31.72,14.09,108.51,94.78,50.88,18.03,127.33,53.73,553.34,487.69,1041.02
2019,125,1,10,CPWwS,Soy,4161.10,.,301468.10,1256.65,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,860.16,1256.65
2019,129,1,32,COWwS,Oat,3606.23,117.71,3229170.00,699.61,45.21,14.09,11.89,14.09,40.07,111.82,45.32,18.03,78.79,53.73,392.98,306.63,699.61
2019,130,1,27,CSSwP,Corn,9601.24,102.01,61776.25,1257.76,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,723.33,1257.76
2019,131,1,25,CSSwP,Swheat,1496.08,86.32,3444448.00,258.82,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,-109.91,258.82
2019,132,1,31,COWwS,Corn,7802.53,102.01,61776.25,1022.13,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,487.70,1022.13
2019,133,1,33,CS,Corn,7421.18,102.01,61776.25,972.18,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,437.74,972.18
2019,136,1,17,CSSwSf,Swheat,1166.69,86.32,3444448.00,201.84,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,-166.90,201.84
2019,201,2,37,CCC,CornHigh,5808.33,127.79,61776.25,760.89,164.94,14.09,20.63,.,34.72,121.40,50.39,18.03,133.63,35.82,558.93,201.96,760.89
2019,204,2,31,COWwS,Corn,7865.59,102.01,61776.25,1030.39,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,495.96,1030.39
2019,205,2,18,CSSwSf,Sun,2955.96,99.77,66718.35,1271.06,100.08,62.70,31.72,14.09,108.51,94.78,50.88,18.03,127.33,53.73,553.34,717.73,1271.06
2019,206,2,11,CPWwS,Corn,7197.99,102.01,61776.25,942.94,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,408.50,942.94
2019,207,2,29,COWwS,Wwheat,3198.63,125.55,3444448.00,514.98,37.89,14.09,18.55,14.09,46.73,119.27,45.32,18.03,78.79,53.73,399.77,115.21,514.98
2019,209,2,17,CSSwSf,Swheat,1648.54,86.32,3444448.00,285.20,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,-83.54,285.20
2019,213,2,26,CSSwP,Pea,2429.19,.,741315.00,510.13,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,192.37,510.13
2019,217,2,25,CSSwP,Swheat,1987.65,86.32,3444448.00,343.86,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,-24.87,343.86
2019,220,2,33,CS,Corn,7168.02,102.01,61776.25,939.01,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,404.58,939.01
2019,221,2,10,CPWwS,Soy,4185.06,.,301468.10,1263.89,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,867.40,1263.89
2019,222,2,12,CPWwS,Pea,2088.18,.,741315.00,438.52,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,120.76,438.52
2019,223,2,30,COWwS,Soy,3946.49,.,301468.10,1191.84,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,795.35,1191.84
2019,227,2,27,CSSwP,Corn,7870.95,102.01,61776.25,1031.09,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,496.66,1031.09
2019,230,2,34,CS,Soy,3380.53,.,301468.10,1020.92,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,624.43,1020.92
2019,231,2,19,CSSwSf,Corn,8036.27,135.64,61776.25,1052.75,164.94,14.09,20.63,.,34.72,128.86,50.39,18.03,133.63,35.82,566.38,486.37,1052.75
2019,232,2,32,COWwS,Oat,3311.91,117.71,3229170.00,642.51,45.21,14.09,11.89,14.09,40.07,111.82,45.32,18.03,78.79,53.73,392.98,249.53,642.51
2019,233,2,28,CSSwP,Soy,2826.72,.,301468.10,853.67,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,457.18,853.67
2019,234,2,20,CSSwSf,Soy,3215.51,.,301468.10,971.08,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,574.59,971.08
2019,235,2,9,CPWwS,Wwheat,3478.37,102.01,3444448.00,560.02,37.89,14.09,18.55,14.09,46.73,96.91,45.32,18.03,78.79,53.73,377.41,182.61,560.02
2019,301,3,27,CSSwP,Corn,7785.17,102.01,61776.25,1019.86,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,485.42,1019.86
2019,302,3,10,CPWwS,Soy,4256.55,.,301468.10,1285.48,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,888.99,1285.48
2019,303,3,32,COWwS,Oat,3068.00,117.71,3229170.00,595.19,45.21,14.09,11.89,14.09,40.07,111.82,45.32,18.03,78.79,53.73,392.98,202.21,595.19
2019,304,3,11,CPWwS,Corn,7067.34,102.01,61776.25,925.82,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,391.39,925.82
2019,307,3,37,CCC,CornHigh,3687.27,127.79,61776.25,483.03,164.94,14.09,20.63,.,34.72,121.40,50.39,18.03,133.63,35.82,558.93,-75.90,483.03
2019,310,3,34,CS,Soy,1918.72,.,301468.10,579.45,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,182.96,579.45
2019,312,3,12,CPWwS,Pea,2307.45,.,741315.00,484.57,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,166.81,484.57
2019,313,3,20,CSSwSf,Soy,2476.62,.,301468.10,747.94,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,351.45,747.94
2019,314,3,26,CSSwP,Pea,2743.16,.,741315.00,576.06,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,258.30,576.06
2019,318,3,31,COWwS,Corn,7910.70,102.01,61776.25,1036.30,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,501.87,1036.30
2019,321,3,19,CSSwSf,Corn,7327.93,135.64,61776.25,959.96,164.94,14.09,20.63,.,34.72,128.86,50.39,18.03,133.63,35.82,566.38,393.57,959.96
2019,323,3,25,CSSwP,Swheat,1672.54,86.32,3444448.00,289.35,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,-79.39,289.35
2019,327,3,28,CSSwP,Soy,3761.94,.,301468.10,1136.11,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,739.61,1136.11
2019,328,3,30,COWwS,Soy,4111.57,.,301468.10,1241.69,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,845.20,1241.69
2019,330,3,29,COWwS,Wwheat,4115.01,125.55,3444448.00,662.52,37.89,14.09,18.55,14.09,46.73,119.27,45.32,18.03,78.79,53.73,399.77,262.74,662.52
2019,332,3,33,CS,Corn,6334.61,102.01,61776.25,829.83,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,295.40,829.83
2019,333,3,9,CPWwS,Wwheat,3906.94,102.01,3444448.00,629.02,37.89,14.09,18.55,14.09,46.73,96.91,45.32,18.03,78.79,53.73,377.41,251.61,629.02
2019,336,3,18,CSSwSf,Sun,2612.34,99.77,66718.35,1123.31,100.08,62.70,31.72,14.09,108.51,94.78,50.88,18.03,127.33,53.73,553.34,569.97,1123.31
2019,337,3,17,CSSwSf,Swheat,2144.04,86.32,3444448.00,370.92,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,2.18,370.92
2019,402,4,30,COWwS,Soy,4146.57,.,301468.10,1252.26,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,855.77,1252.26
2019,404,4,11,CPWwS,Corn,7066.45,102.01,61776.25,925.70,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,391.27,925.70
2019,406,4,17,CSSwSf,Swheat,1980.01,86.32,3444448.00,342.54,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,-26.19,342.54
2019,407,4,10,CPWwS,Soy,3625.87,.,301468.10,1095.01,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,698.52,1095.01
2019,408,4,12,CPWwS,Pea,3136.43,.,741315.00,658.65,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,340.89,658.65
2019,409,4,29,COWwS,Wwheat,3267.12,125.55,3444448.00,526.01,37.89,14.09,18.55,14.09,46.73,119.27,45.32,18.03,78.79,53.73,399.77,126.23,526.01
2019,411,4,25,CSSwP,Swheat,2281.06,86.32,3444448.00,394.62,41.33,.,11.89,55.54,67.43,82.00,45.32,18.03,78.79,35.82,368.74,25.89,394.62
2019,413,4,31,COWwS,Corn,6312.60,102.01,61776.25,826.95,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,292.51,826.95
2019,419,4,19,CSSwSf,Corn,6824.44,135.64,61776.25,894.00,164.94,14.09,20.63,.,34.72,128.86,50.39,18.03,133.63,35.82,566.38,327.62,894.00
2019,420,4,37,CCC,CornHigh,4350.36,127.79,61776.25,569.90,164.94,14.09,20.63,.,34.72,121.40,50.39,18.03,133.63,35.82,558.93,10.97,569.90
2019,421,4,9,CPWwS,Wwheat,3692.37,102.01,3444448.00,594.47,37.89,14.09,18.55,14.09,46.73,96.91,45.32,18.03,78.79,53.73,377.41,217.06,594.47
2019,422,4,27,CSSwP,Corn,7491.22,102.01,61776.25,981.35,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,446.91,981.35
2019,423,4,32,COWwS,Oat,3181.59,117.71,3229170.00,617.23,45.21,14.09,11.89,14.09,40.07,111.82,45.32,18.03,78.79,53.73,392.98,224.25,617.23
2019,426,4,26,CSSwP,Pea,2179.92,.,741315.00,457.78,34.10,14.09,.,55.54,69.63,0.00,50.88,.,127.33,35.82,317.76,140.02,457.78
2019,427,4,34,CS,Soy,2625.42,.,301468.10,792.88,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,396.39,792.88
2019,430,4,18,CSSwSf,Sun,2507.22,99.77,66718.35,1078.10,100.08,62.70,31.72,14.09,108.51,94.78,50.88,18.03,127.33,53.73,553.34,524.77,1078.10
2019,431,4,28,CSSwP,Soy,3156.46,.,301468.10,953.25,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,556.76,953.25
2019,432,4,20,CSSwSf,Soy,2573.18,.,301468.10,777.10,99.48,14.09,68.89,.,82.98,0.00,50.88,.,127.33,35.82,396.49,380.61,777.10
2019,434,4,33,CS,Corn,7232.63,102.01,61776.25,947.47,164.94,14.09,20.63,.,34.72,96.91,50.39,18.03,133.63,35.82,534.44,413.04,947.47
2020,104,1,29,COWwS,Soy,3663.62,.,301468.10,1384.85,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1009.83,1384.85
2020,105,1,28,CSSwP,Swheat,1392.04,86.32,3444448.00,265.88,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,-117.96,265.88
2020,106,1,37,CCC,CornHigh,1101.55,127.79,61776.25,189.47,166.18,42.41,14.69,.,57.10,103.51,51.13,16.18,131.77,33.10,558.97,-369.50,189.47
2020,108,1,30,COWwS,Corn,7970.97,104.81,61776.25,1371.01,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,830.65,1371.01
2020,110,1,20,CSSwSf,Swheat,2010.48,86.32,3444448.00,384.00,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,0.16,384.00
2020,113,1,34,CS,Corn,6321.05,104.81,61776.25,1087.22,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,546.86,1087.22
2020,117,1,12,CPWwS,Wwheat,4376.95,102.01,3444448.00,779.10,37.89,14.09,.,9.00,23.09,82.63,44.21,16.18,75.09,33.10,312.18,466.91,779.10
2020,118,1,26,CSSwP,Corn,10944.85,104.81,61776.25,1882.51,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,1342.16,1882.51
2020,120,1,11,CPWwS,Pea,1704.52,.,741315.00,392.04,34.10,61.31,.,27.20,88.52,0.00,48.78,.,129.18,33.10,333.68,58.36,392.04
2020,122,1,19,CSSwSf,Soy,3802.09,.,301468.10,1437.19,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1062.17,1437.19
2020,123,1,9,CPWwS,Soy,3926.56,.,301468.10,1484.24,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1109.22,1484.24
2020,124,1,18,CSSwSf,Corn,7251.95,134.52,61776.25,1247.33,166.18,42.41,14.69,.,57.10,108.96,51.13,16.18,131.77,33.10,564.42,682.92,1247.33
2020,125,1,10,CPWwS,Corn,6459.62,104.81,61776.25,1111.05,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,570.70,1111.05
2020,129,1,32,COWwS,Wwheat,5012.05,133.40,3444448.00,892.15,37.89,14.09,.,9.00,23.09,108.05,44.21,16.18,75.09,33.10,337.61,554.54,892.15
2020,130,1,27,CSSwP,Soy,3936.37,.,301468.10,1487.95,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1112.93,1487.95
2020,131,1,25,CSSwP,Pea,2095.02,.,741315.00,481.85,34.10,61.31,.,27.20,88.52,0.00,48.78,.,129.18,33.10,333.68,148.18,481.85
2020,132,1,31,COWwS,Oat,3635.07,117.71,3229170.00,665.22,41.98,28.26,19.02,27.20,74.48,95.34,44.21,16.18,75.09,49.65,396.93,268.29,665.22
2020,133,1,33,CS,Soy,2847.11,.,301468.10,1076.21,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,701.19,1076.21
2020,136,1,17,CSSwSf,Sun,2319.89,109.86,66718.35,1043.95,103.41,47.67,.,.,47.67,88.98,48.78,16.18,129.18,16.55,450.76,593.19,1043.95
2020,201,2,37,CCC,CornHigh,4388.40,127.79,61776.25,754.80,166.18,42.41,14.69,.,57.10,103.51,51.13,16.18,131.77,33.10,558.97,195.83,754.80
2020,204,2,31,COWwS,Oat,3248.42,117.71,3229170.00,594.46,41.98,28.26,19.02,27.20,74.48,95.34,44.21,16.18,75.09,49.65,396.93,197.53,594.46
2020,205,2,18,CSSwSf,Corn,6955.11,134.52,61776.25,1196.28,166.18,42.41,14.69,.,57.10,108.96,51.13,16.18,131.77,33.10,564.42,631.86,1196.28
2020,206,2,11,CPWwS,Pea,768.74,.,741315.00,176.81,34.10,61.31,.,27.20,88.52,0.00,48.78,.,129.18,33.10,333.68,-156.87,176.81
2020,207,2,29,COWwS,Soy,4710.35,.,301468.10,1780.51,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1405.49,1780.51
2020,209,2,17,CSSwSf,Sun,2667.38,109.86,66718.35,1200.32,103.41,47.67,.,.,47.67,88.98,48.78,16.18,129.18,16.55,450.76,749.56,1200.32
2020,213,2,26,CSSwP,Corn,10907.60,104.81,61776.25,1876.11,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,1335.75,1876.11
2020,217,2,25,CSSwP,Pea,1736.13,.,741315.00,399.31,34.10,61.31,.,27.20,88.52,0.00,48.78,.,129.18,33.10,333.68,65.63,399.31
2020,220,2,33,CS,Soy,3248.78,.,301468.10,1228.04,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,853.02,1228.04
2020,221,2,10,CPWwS,Corn,8131.47,104.81,61776.25,1398.61,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,858.26,1398.61
2020,222,2,12,CPWwS,Wwheat,3441.27,102.01,3444448.00,612.55,37.89,14.09,.,9.00,23.09,82.63,44.21,16.18,75.09,33.10,312.18,300.36,612.55
2020,223,2,30,COWwS,Corn,7481.94,104.81,61776.25,1286.89,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,746.54,1286.89
2020,227,2,27,CSSwP,Soy,3341.04,.,301468.10,1262.91,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,887.89,1262.91
2020,230,2,34,CS,Corn,5975.27,104.81,61776.25,1027.75,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,487.39,1027.75
2020,231,2,19,CSSwSf,Soy,3858.19,.,301468.10,1458.39,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1083.37,1458.39
2020,232,2,32,COWwS,Wwheat,4180.92,133.40,3444448.00,744.20,37.89,14.09,.,9.00,23.09,108.05,44.21,16.18,75.09,33.10,337.61,406.59,744.20
2020,233,2,28,CSSwP,Swheat,3754.96,86.32,3444448.00,717.20,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,333.36,717.20
2020,234,2,20,CSSwSf,Swheat,3852.49,86.32,3444448.00,735.83,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,351.98,735.83
2020,235,2,9,CPWwS,Soy,3720.99,.,301468.10,1406.53,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1031.52,1406.53
2020,301,3,27,CSSwP,Soy,4653.59,.,301468.10,1759.06,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1384.04,1759.06
2020,302,3,10,CPWwS,Corn,9212.06,104.81,61776.25,1584.47,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,1044.12,1584.47
2020,303,3,32,COWwS,Wwheat,4278.70,133.40,3444448.00,761.61,37.89,14.09,.,9.00,23.09,108.05,44.21,16.18,75.09,33.10,337.61,424.00,761.61
2020,304,3,11,CPWwS,Pea,1350.01,.,741315.00,310.50,34.10,61.31,.,27.20,88.52,0.00,48.78,.,129.18,33.10,333.68,-23.18,310.50
2020,307,3,37,CCC,CornHigh,1274.47,127.79,61776.25,219.21,166.18,42.41,14.69,.,57.10,103.51,51.13,16.18,131.77,33.10,558.97,-339.76,219.21
2020,310,3,34,CS,Corn,6106.88,104.81,61776.25,1050.38,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,510.03,1050.38
2020,312,3,12,CPWwS,Wwheat,4106.23,102.01,3444448.00,730.91,37.89,14.09,.,9.00,23.09,82.63,44.21,16.18,75.09,33.10,312.18,418.72,730.91
2020,313,3,20,CSSwSf,Swheat,3076.67,86.32,3444448.00,587.64,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,203.80,587.64
2020,314,3,26,CSSwP,Corn,8938.88,104.81,61776.25,1537.49,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,997.13,1537.49
2020,318,3,31,COWwS,Oat,3340.45,117.71,3229170.00,611.30,41.98,28.26,19.02,27.20,74.48,95.34,44.21,16.18,75.09,49.65,396.93,214.37,611.30
2020,321,3,19,CSSwSf,Soy,3328.97,.,301468.10,1258.35,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,883.33,1258.35
2020,323,3,25,CSSwP,Pea,1915.35,.,741315.00,440.53,34.10,61.31,.,27.20,88.52,0.00,48.78,.,129.18,33.10,333.68,106.85,440.53
2020,327,3,28,CSSwP,Swheat,3058.94,86.32,3444448.00,584.26,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,200.42,584.26
2020,328,3,30,COWwS,Corn,8397.72,104.81,61776.25,1444.41,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,904.05,1444.41
2020,330,3,29,COWwS,Soy,4347.32,.,301468.10,1643.29,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1268.27,1643.29
2020,332,3,33,CS,Soy,3508.81,.,301468.10,1326.33,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,951.31,1326.33
2020,333,3,9,CPWwS,Soy,4455.07,.,301468.10,1684.02,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1309.00,1684.02
2020,336,3,18,CSSwSf,Corn,10042.90,134.52,61776.25,1727.38,166.18,42.41,14.69,.,57.10,108.96,51.13,16.18,131.77,33.10,564.42,1162.96,1727.38
2020,337,3,17,CSSwSf,Sun,1943.15,109.86,66718.35,874.42,103.41,47.67,.,.,47.67,88.98,48.78,16.18,129.18,16.55,450.76,423.66,874.42
2020,402,4,30,COWwS,Corn,9370.26,104.81,61776.25,1611.68,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,1071.33,1611.68
2020,404,4,11,CPWwS,Pea,1445.61,.,741315.00,332.49,34.10,61.31,.,27.20,88.52,0.00,48.78,,129.18,33.10,333.68,-1.19,332.49
2020,406,4,17,CSSwSf,Sun,2506.66,109.86,66718.35,1128.00,103.41,47.67,.,.,47.67,88.98,48.78,16.18,129.18,16.55,450.76,677.23,1128.00
2020,407,4,10,CPWwS,Corn,8281.58,104.81,61776.25,1424.43,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,884.08,1424.43
2020,408,4,12,CPWwS,Wwheat,3311.67,102.01,3444448.00,589.48,37.89,14.09,.,9.00,23.09,82.63,44.21,16.18,75.09,33.10,312.18,277.29,589.48
2020,409,4,29,COWwS,Soy,3891.83,.,301468.10,1471.11,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1096.09,1471.11
2020,411,4,25,CSSwP,Pea,2271.87,.,741315.00,522.53,34.10,61.31,.,27.20,88.52,0.00,48.78,.,129.18,33.10,333.68,188.85,522.53
2020,413,4,31,COWwS,Oat,2849.75,117.71,3229170.00,521.50,41.98,28.26,19.02,27.20,74.48,95.34,44.21,16.18,75.09,49.65,396.93,124.57,521.50
2020,419,4,19,CSSwSf,Soy,3002.80,.,301468.10,1135.06,102.50,28.26,33.20,.,61.46,0.00,48.78,,129.18,33.10,375.02,760.04,1135.06
2020,420,4,37,CCC,CornHigh,2351.80,127.79,61776.25,404.51,166.18,42.41,14.69,.,57.10,103.51,51.13,16.18,131.77,33.10,558.97,-154.46,404.51
2020,421,4,9,CPWwS,Soy,4446.53,.,301468.10,1680.79,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,1305.77,1680.79
2020,422,4,27,CSSwP,Soy,3407.48,.,301468.10,1288.03,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,913.01,1288.03
2020,423,4,32,COWwS,Wwheat,2743.92,133.40,3444448.00,488.42,37.89,14.09,.,9.00,23.09,108.05,44.21,16.18,75.09,33.10,337.61,150.81,488.42
2020,426,4,26,CSSwP,Corn,9329.59,104.81,61776.25,1604.69,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,1064.33,1604.69
2020,427,4,34,CS,Corn,7220.17,104.81,61776.25,1241.87,166.18,42.41,14.69,.,57.10,84.90,51.13,16.18,131.77,33.10,540.36,701.51,1241.87
2020,430,4,18,CSSwSf,Corn,7668.18,134.52,61776.25,1318.93,166.18,42.41,14.69,.,57.10,108.96,51.13,16.18,131.77,33.10,564.42,754.51,1318.93
2020,431,4,28,CSSwP,Swheat,4247.05,86.32,3444448.00,811.19,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,427.35,811.19
2020,432,4,20,CSSwSf,Swheat,4100.75,86.32,3444448.00,783.24,41.33,28.26,19.02,40.18,87.46,69.92,44.21,16.18,75.09,49.65,383.84,399.40,783.24
2020,434,4,33,CS,Soy,2666.46,.,301468.10,1007.92,102.50,28.26,33.20,.,61.46,0.00,48.78,.,129.18,33.10,375.02,632.90,1007.92
